X;Y;region;departement;commune;site;start;end;period;theme;type
831470;6881060;Champagne-Ardenne;Marne;Dampierre-le-Château;Liévaux;2001-07-30;2002-01-19;#Néolithique#Protohistoire;#Habitats, architecture, édifices;fouille
448620;6911591;Basse-Normandie;Calvados;Thaon;Éléazar;2002-01-20;2002-01-24;#Protohistoire;;fouille
938295;6671971;Franche-Comté;Doubs;Ornans;La Fontaine au Malade;2002-01-09;2002-01-25;#Moyen Âge;;fouille
844916,38;6838098,42;Champagne-Ardenne;Haute-Marne;Saint-Dizier;Les Crassées;2001-12-17;2002-02-22;#Moyen Âge;#Arts, biens de prestige#Cultes et pratiques funéraires#Organisation sociale et politique;fouille
525664;6701622;Centre;Indre-et-Loire;Tours;Lycée Descartes;1999-09-01;2002-02-28;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Organisation sociale et politique;fouille
927843;6686329;Franche-Comté;Doubs;Besançon;Parking des Remparts dérasés;2001-06-01;2002-02-28;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
686536;6863407;Ile-de-France;Seine-et-Marne;Magny-le-Hongre;Courtalin;2001-12-03;2002-02-28;#Protohistoire#Antiquité#Moyen Âge;;fouille
679684;6874182;Ile-de-France;Seine-et-Marne;Messy;La Mare au Roi;2001-12-01;2002-03-01;#Protohistoire#Antiquité;#Habitats, architecture, édifices;fouille
679304;6872103;Ile-de-France;Seine-et-Marne;Claye-Souilly;Les Monts Gardés 3;2001-12-01;2002-03-21;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat;fouille
688152,561;7024497,07;Nord-Pas-de-Calais;Pas-de-Calais;Saint-Laurent-Blangy;ZAC Actiparc;2001-04-01;2002-04-01;#Protohistoire#Antiquité;;fouille
525467;6701604;Centre;Indre-et-Loire;Tours;Hôtel de police Nord;2001-11-01;2002-04-30;#Antiquité#Moyen Âge;#Archéologie des conflits#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
575110;6690727;Centre;Loir-et-Cher;Saint-Romain-sur-Cher;Les Cormins;2001-11-15;2002-04-30;#Néolithique#Protohistoire#Antiquité#Moyen Âge;;fouille
788030;6894820;Champagne-Ardenne;Marne;Val-de-Vesle;Moncheux;2001-11-13;2002-05-01;#Protohistoire#Antiquité#Moderne, Contemporain;#Arts, biens de prestige#Cultes et pratiques funéraires;fouille
678997;6872366;Ile-de-France;Seine-et-Marne;Claye-Souilly;Les Monts Gardés 1;2002-03-25;2002-05-17;#Néolithique#Protohistoire#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
931300;6881000;Lorraine;Moselle;Sillegny;Rue du Stade;2002-04-02;2002-05-24;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;;fouille
766975;6904970;Champagne-Ardenne;Marne;Vrigny;Les Robogniers 1;2001-12-02;2002-05-30;#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain;#Arts, biens de prestige#Cultes et pratiques funéraires;fouille
666950;6837818;Ile-de-France;Seine-et-Marne;Lieusaint;Jardin de la Méridienne;2002-01-01;2002-06-01;#Protohistoire#Antiquité;#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
938695;6671919;Franche-Comté;Doubs;Ornans;Espace Courbet;2002-05-28;2002-06-10;#Moyen Âge;;fouille
798960;6914020;Champagne-Ardenne;Marne;Bétheniville;Mont-de-Merlan;2002-05-24;2002-06-13;#Protohistoire;;fouille
932100;6804400;Lorraine;Vosges;Mirecourt;Rue du Docteur-Joyeux;2002-05-03;2002-06-21;#Moyen Âge#Moderne, Contemporain;;fouille
722019;6770187;Bourgogne;Yonne;Saint-Julien-du-Sault;Les Sablons;2002-04-15;2002-06-25;#Néolithique#Protohistoire;;fouille
637102;6845957;Ile-de-France;Essonne;Saint-Aubin;L'Orme des Merisiers;2002-02-20;2002-06-28;#Protohistoire#Antiquité#Moyen Âge;;fouille
985825,13;6248158,18;Provences-Alpes-Côte-d'Azur;Var;Grimaud;Le Château;2002-06-17;2002-06-28;#Moyen Âge#Moderne, Contemporain;;fouille
722228,249;6883219,838;Picardie;Aisne;Essômes-sur-Marne;Ferme de La Cense;2001-10-16;2002-06-30;#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
678304;6787979;Ile-de-France;Seine-et-Marne;Souppes-sur-Loing;À l'est de Beaumoulin;2002-04-15;2002-07-26;#Néolithique#Protohistoire;;fouille
858800;6879500;Lorraine;Meuse;Nubécourt;Aux Villées;2001-09-01;2002-07-31;#Néolithique#Protohistoire#Antiquité#Moyen Âge#Autres périodes;#Habitats, architecture, édifices#Industrie, artisanat;fouille
666469;6838210;Ile-de-France;Seine-et-Marne;Lieusaint;ZAC de la Pyramide, lot C3;2002-06-01;2002-08-01;#Protohistoire;#Habitats, architecture, édifices;fouille
212620;6817403;Bretagne;Finistère;Carhaix-Plouguer;5, rue du Docteur-Menguy;2002-07-01;2002-08-09;#Antiquité#Autres périodes;;fouille
860500;6876400;Lorraine;Meuse;Beausite;La Hachie;2001-09-01;2002-08-12;#Néolithique#Protohistoire#Antiquité#Moyen Âge;;fouille
864765,147;6877794,702;Lorraine;Meuse;Les Trois-Domaines;La Hachie;2001-09-10;2002-08-15;#Néolithique#Protohistoire#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
927300;6874900;Lorraine;Meurthe-et-Moselle;Lesménils;Notre Dame - Chêne Brûlé;2002-05-15;2002-08-15;#Antiquité;#Échange et transport#Habitats, architecture, édifices;fouille
561975;6911433;Haute-Normandie;Eure;Criquebeuf-sur-Seine;Les Brûlins;2002-07-16;2002-08-15;#Protohistoire;;fouille
603689;6640002;Centre;Indre;Montierchaume;La Fleuranderie;2002-07-08;2002-08-28;#Protohistoire#Antiquité#Autres périodes;;fouille
883800;6877800;Lorraine;Meuse;Lacroix-sur-Meuse;La Finotte;2002-06-24;2002-08-30;#Néolithique#Protohistoire;#Habitats, architecture, édifices;fouille
884100;6878100;Lorraine;Meuse;Lacroix-sur-Meuse;Les Battants;2002-06-24;2002-08-31;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport;fouille
623669;6650417;Centre;Indre;Issoudun;Centre de l'image et du multimédia;2002-05-20;2002-09-06;#Moyen Âge#Moderne, Contemporain;;fouille
602730;6471186;Limousin;Corrèze;Naves;Les Arènes de Tintignac - fouille 2002;2002-05-13;2002-09-27;#Protohistoire#Antiquité;;fouille
478011,652;6509980,464;Poitou-Charentes;Charente;Angoulême;Abbaye Saint-Cybard;2002-04-15;2002-09-30;#Moyen Âge#Moderne, Contemporain;;fouille
831940;6841530;Champagne-Ardenne;Haute-Marne;Perthes;La Pièce des Essarts;2002-04-15;2002-09-30;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;;fouille
632528,616;6970372,288;Picardie;Somme;Fresnoy-au-Val;La Trannoye;2002-05-02;2002-09-30;#Néolithique;;fouille
666885;6837798;Ile-de-France;Seine-et-Marne;Lieusaint;ZAC de la Pyramide, lot C1;2002-07-15;2002-10-04;#Protohistoire#Antiquité;#Habitats, architecture, édifices;fouille
700608;6873137;Ile-de-France;Seine-et-Marne;Changis-sur-Marne;Les Pétreaux 1;2002-05-29;2002-10-10;#Protohistoire;;fouille
496567;6662172;Centre;Indre-et-Loire;Richelieu;Carrefour RD749;2002-10-01;2002-10-22;#Moyen Âge;;fouille
811500,63;6303961,734;Languedoc-Roussillon;Gard;Nîmes;Magaille Est;2002-05-06;2002-10-25;#Protohistoire#Antiquité#Autres périodes;;fouille
525450;6702118;Centre;Indre-et-Loire;Tours;Parking Anatole-France;2002-08-19;2002-10-25;#Antiquité#Moyen Âge#Moderne, Contemporain;;fouille
701184,699;7050258,67;Nord-Pas-de-Calais;Nord;Seclin;Le Petit Marais;2002-08-26;2002-10-25;#Antiquité#Moyen Âge;;fouille
911600;6878700;Lorraine;Meurthe-et-Moselle;Jaulny;Le Fey;2002-10-14;2002-10-30;#Antiquité;#Cultes et pratiques funéraires;fouille
773045,12;6274642,69;Languedoc-Roussillon;Hérault;Lattes;Le Castrum;2002-09-30;2002-11-15;#Autres périodes;;fouille
775850;6906890;Champagne-Ardenne;Marne;Reims;30-32 et 34 rue de l'Écu;2002-09-30;2002-11-15;#Protohistoire#Antiquité#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
506666;6935633;Haute-Normandie;Seine-Maritime;Saint-Vigor-d'Ymonville;La Mare des Mares (carrière Lafarge tranche 4);2002-03-04;2002-11-16;#Néolithique#Protohistoire#Antiquité;;fouille
